gameid,qtr,min,sec,off,def,down,togo,ydline,description,offscore,defscore,season,,,
20121209_TEN@IND,2,38,21,IND,TEN,1,10,92,PASS,7,10,2012,,,
20121209_TEN@IND,3,20,40,TEN,IND,1,10,99,PASS,20,14,2012,,,
20121210_HOU@NE,3,21,21,HOU,NE,1,1,1,PASS,0,28,2012,,,
20121210_HOU@NE,3,21,15,HOU,NE,2,1,1,RUN,0,28,2012,,,
20121210_HOU@NE,4,2,4,HOU,NE,3,1,1,RUN,7,42,2012,,,
20121210_HOU@NE,3,21,42,HOU,NE,1,2,2,PENALTY,0,28,2012,,,
20121210_HOU@NE,4,2,14,HOU,NE,1,2,2,PASS,7,42,2012,,,
20121210_HOU@NE,4,2,9,HOU,NE,2,2,2,RUN,7,42,2012,,,
20121210_HOU@NE,1,55,20,NE,HOU,1,4,4,RUN, D.Manning). FUMBLES (E.Mitchell) recovered by NE-A.Hernandez at HST 7.,0,0,2012,,
20121210_HOU@NE,2,41,4,NE,HOU,1,4,4,PASS,14,0,2012,,,
20121210_HOU@NE,1,54,31,NE,HOU,2,7,7,PASS,0,0,2012,,,
20121210_HOU@NE,4,7,28,NE,HOU,3,4,14,RUN,35,7,2012,,,
20121210_HOU@NE,2,41,37,NE,HOU,1,10,16,PASS,14,0,2012,,,
20121210_HOU@NE,4,8,1,NE,HOU,2,6,16,RUN, J.Crick).,35,7,2012,,
20121210_HOU@NE,4,8,36,NE,HOU,1,10,20,RUN, B.Ruud).,35,7,2012,,
20121210_HOU@NE,1,50,41,HOU,NE,2,8,21,PASS,0,7,2012,,,
20121210_HOU@NE,4,2,27,HOU,NE,2,6,21,PASS,7,42,2012,,,
20121210_HOU@NE,4,2,23,HOU,NE,3,6,21,PASS,7,42,2012,,,
20121210_HOU@NE,1,51,17,HOU,NE,1,10,23,RUN,0,7,2012,,,
20121210_HOU@NE,4,3,1,HOU,NE,1,10,25,RUN, M.Rivera).,7,42,2012,,
20121210_HOU@NE,4,14,29,NE,HOU,1,10,27,PASS,28,7,2012,,,
20121210_HOU@NE,4,14,26,NE,HOU,2,10,27,PASS,28,7,2012,,,
20121210_HOU@NE,4,9,8,NE,HOU,2,7,27,RUN, B.Ruud).,35,7,2012,,
20121210_HOU@NE,1,56,0,NE,HOU,1,10,29,PASS,0,0,2012,,,
20121210_HOU@NE,3,22,49,HOU,NE,1,10,29,PASS,0,28,2012,,,
20121210_HOU@NE,4,9,41,NE,HOU,1,10,30,PASS,35,7,2012,,,
20121210_HOU@NE,2,42,17,NE,HOU,1,10,31,PASS,14,0,2012,,,
20121210_HOU@NE,3,22,12,HOU,NE,2,13,32,PASS,0,28,2012,,,
20121210_HOU@NE,3,16,1,NE,HOU,2,5,33,RUN, J.Watt).,28,7,2012,,
20121210_HOU@NE,3,15,19,NE,HOU,3,5,33,RUN,28,7,2012,,,
20121210_HOU@NE,2,34,49,HOU,NE,4,5,33,PASS,0,21,2012,,,
20121210_HOU@NE,1,56,9,NE,HOU,2,6,34,PASS,0,0,2012,,,
20121210_HOU@NE,1,56,5,NE,HOU,3,6,34,PASS,0,0,2012,,,
20121210_HOU@NE,1,47,55,NE,HOU,1,10,37,PASS,7,0,2012,,,
20121210_HOU@NE,1,56,41,NE,HOU,1,10,38,RUN,0,0,2012,,,
20121210_HOU@NE,2,35,58,HOU,NE,1,10,38,PASS,0,21,2012,,,
20121210_HOU@NE,3,16,26,NE,HOU,1,10,38,RUN, E.Mitchell).,28,7,2012,,
20121210_HOU@NE,2,35,54,HOU,NE,2,10,38,RUN, J.Mayo).,0,21,2012,,
20121210_HOU@NE,2,32,0,HOU,NE,3,5,38,PASS,0,21,2012,,,
20121210_HOU@NE,2,31,55,HOU,NE,4,5,38,PASS,0,21,2012,,,
20121210_HOU@NE,3,22,42,HOU,NE,1,20,39,PASS,0,28,2012,,,
20121210_HOU@NE,2,35,13,HOU,NE,3,12,40,PASS,0,21,2012,,,
20121210_HOU@NE,4,10,9,NE,HOU,1,10,41,RUN,35,7,2012,,,
20121210_HOU@NE,2,32,42,HOU,NE,1,10,43,PASS,0,21,2012,,,
20121210_HOU@NE,2,32,38,HOU,NE,2,10,43,RUN,0,21,2012,,,
20121210_HOU@NE,2,32,0,HOU,NE,3,10,43,PENALTY,0,21,2012,,,
20121210_HOU@NE,1,52,53,HOU,NE,1,10,45,PASS,0,7,2012,,,
20121210_HOU@NE,2,36,24,HOU,NE,2,7,47,RUN,0,21,2012,,,
20121210_HOU@NE,1,51,41,HOU,NE,3,12,47,PASS,0,7,2012,,,
20121210_HOU@NE,1,52,21,HOU,NE,2,14,49,RUN,0,7,2012,,,
20121210_HOU@NE,1,48,32,NE,HOU,1,10,50,PASS, G.Quin).,7,0,2012,,
20121210_HOU@NE,2,36,52,HOU,NE,1,10,50,PASS,0,21,2012,,,
20121210_HOU@NE,4,10,31,NE,HOU,2,6,50,RUN,35,7,2012,,,
20121210_HOU@NE,3,23,23,HOU,NE,1,10,52,RUN,0,28,2012,,,
20121210_HOU@NE,3,16,54,NE,HOU,1,10,52,PASS,28,7,2012,,,
20121210_HOU@NE,1,57,10,NE,HOU,2,6,52,RUN,0,0,2012,,,
20121210_HOU@NE,4,10,53,NE,HOU,1,10,54,RUN,35,7,2012,,,
20121210_HOU@NE,2,43,3,NE,HOU,2,8,55,PASS,14,0,2012,,,
20121210_HOU@NE,2,37,29,HOU,NE,3,1,55,RUN,0,21,2012,,,
20121210_HOU@NE,2,30,55,NE,HOU,3,3,55,PASS,21,0,2012,,,
20121210_HOU@NE,2,30,50,NE,HOU,4,3,55,PUNT,21,0,2012,,,
20121210_HOU@NE,1,57,39,NE,HOU,1,10,56,RUN, B.James).,0,0,2012,,
20121210_HOU@NE,3,17,18,NE,HOU,2,1,56,RUN, B.James).,28,7,2012,,
20121210_HOU@NE,2,43,28,NE,HOU,1,10,57,RUN, G.Quin).,14,0,2012,,
20121210_HOU@NE,2,42,22,NE,HOU,3,10,57,PASS,14,0,2012,,,
20121210_HOU@NE,1,53,30,HOU,NE,1,10,58,PASS,0,7,2012,,,
20121210_HOU@NE,2,38,42,NE,HOU,3,2,58,PASS,21,0,2012,,,
20121210_HOU@NE,2,38,38,NE,HOU,4,2,58,PUNT,21,0,2012,,,
20121210_HOU@NE,1,47,6,HOU,NE,1,10,59,RUN,0,14,2012,,,
20121210_HOU@NE,4,7,4,HOU,NE,1,10,60,RUN,7,42,2012,,,
20121210_HOU@NE,2,31,24,NE,HOU,2,9,61,PASS,21,0,2012,,,
20121210_HOU@NE,1,45,48,HOU,NE,3,12,61,PASS,0,14,2012,,,
20121210_HOU@NE,4,12,35,HOU,NE,3,1,61,RUN, R.Ninkovich).,7,35,2012,,
20121210_HOU@NE,4,11,55,HOU,NE,4,1,61,PUNT,7,35,2012,,,
20121210_HOU@NE,4,5,16,HOU,NE,4,11,61,PUNT,7,42,2012,,,
20121210_HOU@NE,2,31,52,NE,HOU,1,10,62,RUN, D.Sharpton).,21,0,2012,,
20121210_HOU@NE,1,46,28,HOU,NE,2,13,62,RUN,0,14,2012,,,
20121210_HOU@NE,4,13,14,HOU,NE,2,2,62,RUN,7,35,2012,,,
20121210_HOU@NE,4,11,23,NE,HOU,2,4,62,PASS,35,7,2012,,,
20121210_HOU@NE,4,6,34,HOU,NE,2,12,62,PASS,7,42,2012,,,
20121210_HOU@NE,3,25,7,NE,HOU,1,10,63,PASS,21,0,2012,,,
20121210_HOU@NE,2,39,23,NE,HOU,2,7,63,PASS, D.Sharpton).,21,0,2012,,
20121210_HOU@NE,3,25,4,NE,HOU,2,10,63,PASS,21,0,2012,,,
20121210_HOU@NE,2,33,58,NE,HOU,3,6,63,PASS,21,0,2012,,,
20121210_HOU@NE,3,25,0,NE,HOU,3,10,63,PASS,21,0,2012,,,
20121210_HOU@NE,2,37,59,HOU,NE,1,10,64,PASS,0,21,2012,,,
20121210_HOU@NE,2,37,56,HOU,NE,2,10,64,PASS,0,21,2012,,,
20121210_HOU@NE,3,17,46,NE,HOU,1,10,65,PASS, C.Barwin).,28,7,2012,,
20121210_HOU@NE,3,28,18,NE,HOU,3,8,65,PASS,21,0,2012,,,
20121210_HOU@NE,3,28,13,NE,HOU,4,8,65,PUNT,21,0,2012,,,
20121210_HOU@NE,2,39,51,NE,HOU,1,10,66,RUN, G.Quin).,21,0,2012,,
20121210_HOU@NE,2,33,26,HOU,NE,1,10,66,PASS,0,21,2012,,,
20121210_HOU@NE,2,44,32,NE,HOU,2,6,66,RUN,14,0,2012,,,
20121210_HOU@NE,1,57,59,HOU,NE,3,6,66,PASS,0,0,2012,,,
20121210_HOU@NE,4,5,51,HOU,NE,3,16,66,RUN, B.Deaderick).,7,42,2012,,
20121210_HOU@NE,1,57,53,HOU,NE,4,6,66,PUNT, D.Posey).,0,0,2012,,
20121210_HOU@NE,2,34,44,NE,HOU,1,10,67,PASS,21,0,2012,,,
20121210_HOU@NE,3,28,54,NE,HOU,1,10,67,PASS,21,0,2012,,,
20121210_HOU@NE,2,34,39,NE,HOU,2,10,67,RUN, T.Dobbins).,21,0,2012,,
20121210_HOU@NE,3,28,50,NE,HOU,2,10,67,RUN,21,0,2012,,,
20121210_HOU@NE,3,23,28,HOU,NE,2,5,67,PASS,0,28,2012,,,
20121210_HOU@NE,1,49,14,NE,HOU,1,10,68,PASS, B.James).,7,0,2012,,
20121210_HOU@NE,4,11,47,NE,HOU,1,10,68,RUN,35,7,2012,,,
20121210_HOU@NE,2,43,57,NE,HOU,3,8,68,PASS, Q.Demps).,14,0,2012,,
20121210_HOU@NE,2,30,21,HOU,NE,1,10,69,PASS,0,21,2012,,,
20121210_HOU@NE,2,30,16,HOU,NE,2,10,69,PASS,0,21,2012,,,
20121210_HOU@NE,2,30,10,HOU,NE,3,10,69,RUN, T.Wilson).,0,21,2012,,
20121210_HOU@NE,1,59,14,HOU,NE,1,10,70,RUN,0,0,2012,,,
20121210_HOU@NE,2,45,0,NE,HOU,1,10,70,RUN,14,0,2012,,,
20121210_HOU@NE,4,13,48,HOU,NE,1,10,70,RUN,7,35,2012,,,
20121210_HOU@NE,3,17,51,NE,HOU,2,8,70,PASS,28,7,2012,,,
20121210_HOU@NE,1,58,41,HOU,NE,2,11,71,RUN, B.Deaderick).,0,0,2012,,
20121210_HOU@NE,3,29,21,NE,HOU,3,1,71,RUN,21,0,2012,,,
20121210_HOU@NE,3,24,9,HOU,NE,1,10,72,PASS,0,28,2012,,,
20121210_HOU@NE,3,18,28,NE,HOU,1,10,72,RUN,28,7,2012,,,
20121210_HOU@NE,1,53,59,HOU,NE,2,2,72,PASS,0,7,2012,,,
20121210_HOU@NE,3,19,23,HOU,NE,2,2,73,PASS,7,28,2012,,,
20121210_HOU@NE,2,33,36,NE,HOU,3,16,73,PASS,21,0,2012,,,
20121210_HOU@NE,3,20,29,NE,HOU,3,3,73,PASS,28,7,2012,,,
20121210_HOU@NE,2,33,33,NE,HOU,4,16,73,PUNT,21,0,2012,,,
20121210_HOU@NE,3,25,54,NE,HOU,1,10,74,PASS,21,0,2012,,,
20121210_HOU@NE,2,40,38,HOU,NE,2,4,74,RUN,0,21,2012,,,
20121210_HOU@NE,3,25,49,NE,HOU,2,10,74,PASS,21,0,2012,,,
20121210_HOU@NE,2,40,1,HOU,NE,3,4,74,PASS,0,21,2012,,,
20121210_HOU@NE,3,18,42,HOU,NE,3,3,74,PASS,7,28,2012,,,
20121210_HOU@NE,2,39,57,HOU,NE,4,4,74,PUNT,0,21,2012,,,
20121210_HOU@NE,3,18,37,HOU,NE,4,3,74,PUNT,7,28,2012,,,
20121210_HOU@NE,1,47,45,HOU,NE,1,10,75,PASS,0,14,2012,,,
20121210_HOU@NE,4,3,54,NE,HOU,1,10,79,PENALTY,42,7,2012,,,
20121210_HOU@NE,1,60,0,HOU,NE,1,10,80,PENALTY,0,0,2012,,,
20121210_HOU@NE,1,54,27,HOU,NE,1,10,80,PASS,0,7,2012,,,
20121210_HOU@NE,2,41,1,HOU,NE,1,10,80,PASS,0,21,2012,,,
20121210_HOU@NE,2,30,41,HOU,NE,1,10,80,PASS,0,21,2012,,,
20121210_HOU@NE,3,30,0,NE,HOU,1,10,80,PASS,21,0,2012,,,
20121210_HOU@NE,3,21,12,NE,HOU,1,10,80,PASS,28,7,2012,,,
20121210_HOU@NE,4,14,15,HOU,NE,1,10,80,RUN, D.Hightower).,7,35,2012,,
20121210_HOU@NE,4,7,23,HOU,NE,1,10,80,PENALTY,7,42,2012,,,
20121210_HOU@NE,3,29,56,NE,HOU,2,10,80,RUN, J.Joseph).,21,0,2012,,
20121210_HOU@NE,3,21,7,NE,HOU,2,10,80,PASS,28,7,2012,,,
20121210_HOU@NE,3,20,0,NE,HOU,4,10,80,PUNT,28,7,2012,,,
20121210_HOU@NE,3,19,50,HOU,NE,1,10,81,PASS,7,28,2012,,,
20121210_HOU@NE,1,45,5,HOU,NE,4,32,81,PUNT, S.Keo).,0,14,2012,,
20121210_HOU@NE,1,50,30,NE,HOU,1,10,82,PASS,7,0,2012,,,
20121210_HOU@NE,1,50,23,NE,HOU,2,10,82,RUN, J.Watt).,7,0,2012,,
20121210_HOU@NE,1,49,43,NE,HOU,3,10,82,PASS,7,0,2012,,,
20121210_HOU@NE,3,26,3,HOU,NE,4,1,82,PUNT,0,21,2012,,,
20121210_HOU@NE,1,59,36,HOU,NE,1,15,85,RUN,0,0,2012,,,
20121210_HOU@NE,4,4,31,NE,HOU,2,5,85,RUN, B.Braman).,42,7,2012,,
20121210_HOU@NE,4,3,10,NE,HOU,2,18,87,PASS,42,7,2012,,,
20121210_HOU@NE,3,24,41,HOU,NE,1,10,88,PASS,0,28,2012,,,
20121210_HOU@NE,3,27,23,HOU,NE,2,7,88,RUN,0,21,2012,,,
20121210_HOU@NE,2,38,32,HOU,NE,1,10,89,PASS,0,21,2012,,,
20121210_HOU@NE,4,3,47,NE,HOU,1,20,89,RUN, S.Cody).,42,7,2012,,
20121210_HOU@NE,4,5,9,NE,HOU,1,10,90,RUN, E.Mitchell).,42,7,2012,,
20121210_HOU@NE,3,26,41,HOU,NE,3,9,90,PASS,0,21,2012,,,
20121210_HOU@NE,3,28,3,HOU,NE,1,10,91,RUN, B.Deaderick).,0,21,2012,,
20121210_HOU@NE,4,1,57,NE,HOU,1,10,91,RUN,42,14,2012,,,
20121210_HOU@NE,4,1,18,NE,HOU,2,11,92,RUN,42,14,2012,,,
20121210_HOU@NE,4,0,40,NE,HOU,3,12,93,RUN,42,14,2012,,,
20121213_CIN@PHI,2,30,28,PHI,CIN,2,1,1,PASS,10,10,2012,,,
20121213_CIN@PHI,1,56,13,CIN,PHI,3,1,1,RUN,0,0,2012,,,
20121213_CIN@PHI,2,30,23,PHI,CIN,3,1,1,PASS,10,10,2012,,,
20121213_CIN@PHI,2,30,20,PHI,CIN,4,1,1,FIELD GOAL,10,10,2012,,,
20121213_CIN@PHI,1,57,14,CIN,PHI,1,2,2,RUN,0,0,2012,,,
20121213_CIN@PHI,2,30,39,PHI,CIN,1,2,2,PENALTY,10,10,2012,,,
20121213_CIN@PHI,1,56,48,CIN,PHI,2,2,2,RUN,0,0,2012,,,
20121213_CIN@PHI,2,37,53,PHI,CIN,1,3,3,PASS,7,10,2012,,,
20121213_CIN@PHI,2,37,48,PHI,CIN,2,3,3,PASS,7,10,2012,,,
20121213_CIN@PHI,2,37,45,PHI,CIN,3,3,3,PASS,7,10,2012,,,
20121213_CIN@PHI,2,30,42,PHI,CIN,3,1,3,RUN,10,10,2012,,,
20121213_CIN@PHI,2,37,40,PHI,CIN,4,3,3,FIELD GOAL,7,10,2012,,,
20121213_CIN@PHI,4,12,50,CIN,PHI,2,2,5,PASS,27,13,2012,,,
20121213_CIN@PHI,3,16,45,CIN,PHI,1,6,6,PENALTY,10,13,2012,,,
20121213_CIN@PHI,1,52,55,CIN,PHI,4,5,6,FIELD GOAL,7,0,2012,,,
20121213_CIN@PHI,4,4,7,CIN,PHI,4,5,6,PASS,34,13,2012,,,
20121213_CIN@PHI,2,30,28,PHI,CIN,1,7,7,PASS,10,10,2012,,,
20121213_CIN@PHI,1,58,1,CIN,PHI,2,2,7,RUN,0,0,2012,,,
20121213_CIN@PHI,1,54,13,CIN,PHI,2,6,7,PASS,7,0,2012,,,
20121213_CIN@PHI,2,31,17,PHI,CIN,2,7,9,RUN,10,10,2012,,,
20121213_CIN@PHI,2,38,25,PHI,CIN,1,10,10,PENALTY,7,10,2012,,,
20121213_CIN@PHI,1,54,50,CIN,PHI,1,10,11,RUN,7,0,2012,,,
20121213_CIN@PHI,2,41,50,PHI,CIN,1,10,11,PASS,0,10,2012,,,
20121213_CIN@PHI,3,16,16,CIN,PHI,1,11,11,RUN,10,13,2012,,,
20121213_CIN@PHI,4,5,5,CIN,PHI,1,10,11,RUN,34,13,2012,,,
20121213_CIN@PHI,2,41,46,PHI,CIN,2,10,11,PASS,0,10,2012,,,
20121213_CIN@PHI,2,31,52,PHI,CIN,1,10,12,PASS,10,10,2012,,,
20121213_CIN@PHI,4,5,1,CIN,PHI,2,11,12,RUN,34,13,2012,,,
20121213_CIN@PHI,1,53,36,CIN,PHI,3,11,12,PASS, N.Allen).,7,0,2012,,
20121213_CIN@PHI,4,4,54,CIN,PHI,3,11,12,RUN,34,13,2012,,,
20121213_CIN@PHI,3,15,5,CIN,PHI,1,10,13,PENALTY,24,13,2012,,,
20121213_CIN@PHI,4,13,30,CIN,PHI,1,10,13,RUN, J.Chaney).,27,13,2012,,
20121213_CIN@PHI,4,5,51,CIN,PHI,3,1,13,RUN,34,13,2012,,,
20121213_CIN@PHI,3,17,31,CIN,PHI,2,6,14,RUN,10,13,2012,,,
20121213_CIN@PHI,4,14,22,CIN,PHI,3,11,14,PASS,24,13,2012,,,
20121213_CIN@PHI,4,14,16,CIN,PHI,4,11,14,FIELD GOAL,24,13,2012,,,
20121213_CIN@PHI,1,58,30,CIN,PHI,1,10,15,PASS,0,0,2012,,,
20121213_CIN@PHI,2,39,18,PHI,CIN,1,10,18,RUN,7,10,2012,,,
20121213_CIN@PHI,3,18,11,CIN,PHI,1,10,18,RUN,10,13,2012,,,
20121213_CIN@PHI,2,38,51,PHI,CIN,2,12,20,PENALTY,7,10,2012,,,
20121213_CIN@PHI,4,6,26,CIN,PHI,2,9,21,PASS,34,13,2012,,,
20121213_CIN@PHI,4,7,7,CIN,PHI,1,10,22,RUN,34,13,2012,,,
20121213_CIN@PHI,4,15,0,CIN,PHI,1,20,23,PASS,24,13,2012,,,
20121213_CIN@PHI,4,14,54,CIN,PHI,2,20,23,RUN,24,13,2012,,,
20121213_CIN@PHI,4,13,34,CIN,PHI,3,3,26,PASS,27,13,2012,,,
20121213_CIN@PHI,4,13,30,CIN,PHI,4,3,26,PENALTY,27,13,2012,,,
20121213_CIN@PHI,2,39,41,PHI,CIN,1,10,29,PASS,7,10,2012,,,
20121213_CIN@PHI,3,18,51,CIN,PHI,2,9,29,PASS,10,13,2012,,,
20121213_CIN@PHI,3,18,46,CIN,PHI,3,9,29,PASS,10,13,2012,,,
20121213_CIN@PHI,4,7,55,CIN,PHI,3,5,29,RUN,34,13,2012,,,
20121213_CIN@PHI,3,19,30,CIN,PHI,1,10,30,RUN,10,13,2012,,,
20121213_CIN@PHI,4,8,36,CIN,PHI,2,8,32,RUN,34,13,2012,,,
20121213_CIN@PHI,4,14,5,CIN,PHI,1,10,33,PASS,27,13,2012,,,
20121213_CIN@PHI,4,14,5,CIN,PHI,2,10,33,RUN,27,13,2012,,,
20121213_CIN@PHI,4,9,18,CIN,PHI,1,10,34,RUN,34,13,2012,,,
20121213_CIN@PHI,3,24,46,PHI,CIN,2,2,34,PENALTY,13,10,2012,,,
20121213_CIN@PHI,3,20,11,CIN,PHI,2,4,34,RUN,10,13,2012,,,
20121213_CIN@PHI,1,46,55,CIN,PHI,1,10,39,PASS,10,0,2012,,,
20121213_CIN@PHI,1,46,46,CIN,PHI,2,10,39,PASS,10,0,2012,,,
20121213_CIN@PHI,1,46,39,CIN,PHI,3,10,39,PASS,10,0,2012,,,
20121213_CIN@PHI,1,46,34,CIN,PHI,4,10,39,PUNT,10,0,2012,,,
20121213_CIN@PHI,3,20,44,CIN,PHI,1,10,40,PASS,10,13,2012,,,
20121213_CIN@PHI,4,1,59,CIN,PHI,1,10,40,RUN,34,13,2012,,,
20121213_CIN@PHI,4,1,19,CIN,PHI,2,11,41,RUN,34,13,2012,,,
20121213_CIN@PHI,3,25,25,PHI,CIN,1,10,42,RUN,13,10,2012,,,
20121213_CIN@PHI,4,0,38,CIN,PHI,3,12,42,RUN,34,13,2012,,,
20121213_CIN@PHI,1,59,11,CIN,PHI,1,10,44,RUN,0,0,2012,,,
20121213_CIN@PHI,3,24,17,PHI,CIN,2,12,44,PASS,13,10,2012,,,
20121213_CIN@PHI,1,50,38,PHI,CIN,2,6,45,PASS,0,10,2012,,,
20121213_CIN@PHI,1,50,31,PHI,CIN,3,6,45,PASS,0,10,2012,,,
20121213_CIN@PHI,1,50,26,PHI,CIN,4,6,45,PUNT,0,10,2012,,,
20121213_CIN@PHI,4,11,32,CIN,PHI,1,10,47,RUN,34,13,2012,,,
20121213_CIN@PHI,4,10,48,CIN,PHI,2,11,48,RUN,34,13,2012,,,
20121213_CIN@PHI,3,23,29,PHI,CIN,3,16,48,PENALTY,13,10,2012,,,
20121213_CIN@PHI,4,10,6,CIN,PHI,3,12,48,PASS,34,13,2012,,,
20121213_CIN@PHI,1,51,12,PHI,CIN,1,10,49,RUN,0,10,2012,,,
20121213_CIN@PHI,1,47,39,CIN,PHI,2,4,49,RUN, D.Ryans).,10,0,2012,,
20121213_CIN@PHI,3,20,37,CIN,PHI,1,20,50,RUN,10,13,2012,,,
20121213_CIN@PHI,3,20,58,PHI,CIN,1,10,53,PASS,13,10,2012,,,
20121213_CIN@PHI,4,2,51,CIN,PHI,2,8,53,RUN,34,13,2012,,,
20121213_CIN@PHI,3,23,29,PHI,CIN,3,21,53,RUN,13,10,2012,,,
20121213_CIN@PHI,4,2,7,CIN,PHI,3,8,53,PASS,34,13,2012,,,
20121213_CIN@PHI,1,47,57,CIN,PHI,2,9,54,PENALTY,10,0,2012,,,
20121213_CIN@PHI,2,34,28,PHI,CIN,4,9,54,PUNT,10,10,2012,,,
20121213_CIN@PHI,1,48,24,CIN,PHI,1,10,55,RUN,10,0,2012,,,
20121213_CIN@PHI,2,35,51,PHI,CIN,1,10,55,PASS,10,10,2012,,,
20121213_CIN@PHI,3,27,19,PHI,CIN,1,10,55,PENALTY,13,10,2012,,,
20121213_CIN@PHI,4,3,30,CIN,PHI,1,10,55,RUN,34,13,2012,,,
20121213_CIN@PHI,3,22,57,PHI,CIN,4,23,55,PUNT,13,10,2012,,,
20121213_CIN@PHI,2,42,39,PHI,CIN,2,3,57,PASS,0,10,2012,,,
20121213_CIN@PHI,2,43,38,CIN,PHI,2,6,59,PASS,10,0,2012,,,
20121213_CIN@PHI,3,26,10,PHI,CIN,2,14,59,PASS,13,10,2012,,,
20121213_CIN@PHI,2,43,34,CIN,PHI,3,6,59,PASS,10,0,2012,,,
20121213_CIN@PHI,2,40,18,CIN,PHI,3,4,59,PENALTY,10,7,2012,,,
20121213_CIN@PHI,2,43,27,CIN,PHI,4,6,59,PUNT,10,0,2012,,,
20121213_CIN@PHI,2,42,43,PHI,CIN,2,8,62,PASS,0,10,2012,,,
20121213_CIN@PHI,2,35,5,PHI,CIN,3,17,62,PASS,10,10,2012,,,
20121213_CIN@PHI,1,45,27,PHI,CIN,1,10,63,PASS,0,10,2012,,,
20121213_CIN@PHI,2,44,15,CIN,PHI,1,10,63,RUN, B.Graham).,10,0,2012,,
20121213_CIN@PHI,1,45,21,PHI,CIN,2,10,63,RUN,0,10,2012,,,
20121213_CIN@PHI,2,43,18,PHI,CIN,1,10,64,RUN,0,10,2012,,,
20121213_CIN@PHI,2,45,0,PHI,CIN,3,11,64,PASS,0,10,2012,,,
20121213_CIN@PHI,2,39,50,CIN,PHI,3,9,64,PASS,10,7,2012,,,
20121213_CIN@PHI,2,44,29,PHI,CIN,4,11,64,PUNT,0,10,2012,,,
20121213_CIN@PHI,2,41,31,CIN,PHI,1,10,65,RUN,10,7,2012,,,
20121213_CIN@PHI,3,26,49,PHI,CIN,1,20,65,RUN,13,10,2012,,,
20121213_CIN@PHI,2,35,45,PHI,CIN,2,20,65,RUN,10,10,2012,,,
20121213_CIN@PHI,2,40,58,CIN,PHI,2,11,66,PASS,10,7,2012,,,
20121213_CIN@PHI,2,32,8,CIN,PHI,1,10,68,PENALTY,10,10,2012,,,
20121213_CIN@PHI,1,55,5,PHI,CIN,3,3,68,PASS,0,7,2012,,,
20121213_CIN@PHI,1,54,59,PHI,CIN,4,3,68,RUN,0,7,2012,,,
20121213_CIN@PHI,3,28,20,PHI,CIN,1,10,69,RUN,13,10,2012,,,
20121213_CIN@PHI,2,32,40,CIN,PHI,3,1,69,RUN,10,10,2012,,,
20121213_CIN@PHI,3,27,42,PHI,CIN,2,11,70,PENALTY,13,10,2012,,,
20121213_CIN@PHI,1,59,21,PHI,CIN,2,1,72,PASS,0,0,2012,,,
20121213_CIN@PHI,1,55,31,PHI,CIN,2,7,72,PASS,0,7,2012,,,
20121213_CIN@PHI,2,33,0,CIN,PHI,2,4,72,PASS,10,10,2012,,,
20121213_CIN@PHI,3,28,33,CIN,PHI,3,6,73,PASS,10,13,2012,,,
20121213_CIN@PHI,3,28,27,CIN,PHI,4,6,73,PUNT,10,13,2012,,,
20121213_CIN@PHI,1,49,6,CIN,PHI,1,10,74,PASS,10,0,2012,,,
20121213_CIN@PHI,1,48,59,CIN,PHI,2,10,74,PASS,10,0,2012,,,
20121213_CIN@PHI,1,51,34,PHI,CIN,3,5,74,PASS,0,10,2012,,,
20121213_CIN@PHI,1,56,4,PHI,CIN,1,10,75,RUN,0,7,2012,,,
20121213_CIN@PHI,3,29,15,CIN,PHI,2,8,75,RUN,10,13,2012,,,
20121213_CIN@PHI,3,15,30,CIN,PHI,2,2,75,RUN,17,13,2012,,,
20121213_CIN@PHI,1,52,15,PHI,CIN,2,7,76,RUN,0,10,2012,,,
20121213_CIN@PHI,3,29,55,CIN,PHI,1,10,77,RUN,10,13,2012,,,
20121213_CIN@PHI,3,16,5,PHI,CIN,1,10,77,PASS,13,17,2012,,,
20121213_CIN@PHI,2,36,36,CIN,PHI,2,7,77,PASS,10,10,2012,,,
20121213_CIN@PHI,2,36,32,CIN,PHI,3,7,77,PASS,10,10,2012,,,
20121213_CIN@PHI,2,33,44,CIN,PHI,1,10,78,RUN,10,10,2012,,,
20121213_CIN@PHI,2,32,0,CIN,PHI,1,20,78,PASS,10,10,2012,,,
20121213_CIN@PHI,1,52,44,PHI,CIN,1,10,79,RUN,0,10,2012,,,
20121213_CIN@PHI,1,49,47,CIN,PHI,2,2,79,RUN,10,0,2012,,,
20121213_CIN@PHI,1,45,51,PHI,CIN,3,9,79,PASS,0,10,2012,,,
20121213_CIN@PHI,1,46,25,PHI,CIN,1,10,80,PASS,0,10,2012,,,
20121213_CIN@PHI,2,37,30,CIN,PHI,1,10,80,PENALTY,10,10,2012,,,
20121213_CIN@PHI,1,46,20,PHI,CIN,2,10,80,RUN,0,10,2012,,,
20121213_CIN@PHI,1,59,53,PHI,CIN,1,10,81,PASS,0,0,2012,,,
20121213_CIN@PHI,2,30,13,CIN,PHI,1,10,81,RUN,10,13,2012,,,
20121213_CIN@PHI,3,22,13,CIN,PHI,2,7,82,PASS,10,13,2012,,,
20121213_CIN@PHI,3,22,49,CIN,PHI,1,10,85,RUN,10,13,2012,,,
20121213_CIN@PHI,2,36,0,CIN,PHI,4,16,86,PUNT,10,10,2012,,,
